"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.088,0.493,-0.45,-0.64,0.59,0.22
"ClusIPW",0.073,0.39,-0.43,0.81,-0.11,-0.38
"addIPW",0.197,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
