"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.593,0.7,-0.46,-0.48,-0.27
"ClusIPW",0.104,0.257,-0.7,0.53,-0.31,-0.38
"addIPW",0.172,0.213,0.33,0.01,-0.77,-0.55
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
