"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.526,0.06,-0.97,0.25,0
"ClusIPW",0.108,0.268,-0.71,-0.54,-0.42,-0.18
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
