"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.089,0.51,-0.39,-0.47,0.79,0.06
"ClusIPW",0.087,0.332,-0.6,0.68,-0.22,-0.35
"addIPW",0.129,0.156,-0.8,-0.2,0.53,-0.19
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
