"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.508,-0.39,-0.61,0.66,0.19
"ClusIPW",0.107,0.249,-0.69,0.51,-0.31,-0.41
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
