"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.113,0.483,0.5,-0.36,-0.47,-0.63
"ClusIPW",0.16,0,-0.69,-0.05,-0.34,-0.64
"addIPW",0.199,0.502,0.45,0,0,-0.89
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
