"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.103,0.427,-0.32,-0.92,-0.18,-0.16
"ClusIPW",0.131,0.244,-0.16,0.28,-0.1,-0.94
"addIPW",0.175,0.206,0.33,-0.02,-0.8,-0.5
"Oracle",0.207,0.278,0,-0.1,0.08,-0.99
