"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.102,0.492,0.46,-0.54,-0.58,-0.4
"ClusIPW",0.072,0.524,0.41,0.49,0.12,-0.76
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
