"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.07,0.517,0.29,-0.39,-0.81,0.34
"ClusIPW",0.053,0.545,0.26,0.84,0.37,-0.3
"addIPW",0.199,0.504,0.45,0,0,-0.89
"Oracle",0.199,0.278,0,-0.16,0.08,-0.98
