"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.501,-0.34,-0.19,0.9,-0.21
"ClusIPW",0.072,0.385,-0.4,0.8,-0.22,-0.38
"addIPW",0.176,0.239,0.33,-0.02,-0.69,-0.65
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
