"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.484,0.36,-0.63,-0.65,-0.22
"ClusIPW",0.093,0.306,-0.59,0.62,-0.35,-0.38
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
