"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.447,-0.31,-0.9,-0.26,0.16
"ClusIPW",0.069,0.399,-0.41,0.84,-0.19,-0.31
"addIPW",0.136,0.172,-0.22,0.28,-0.67,-0.65
"Oracle",0.198,0.278,0,-0.16,0.08,-0.98
