"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.093,0.514,-0.15,-0.76,0.61,-0.15
"ClusIPW",0.139,0.149,-0.59,0.33,-0.34,-0.65
"addIPW",0.2,0.5,0.45,0,0,-0.89
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
