"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.076,0.564,0.48,-0.8,-0.34,0.13
"ClusIPW",0.052,0.49,-0.02,1,-0.05,-0.04
"addIPW",0.167,0.486,0.42,0.12,0.01,-0.9
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
