"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.463,-0.39,-0.89,0.24,0.04
"ClusIPW",0.066,0.411,-0.39,0.88,-0.2,-0.19
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
