"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.078,0.527,-0.43,-0.33,0.83,0.17
"ClusIPW",0.158,0.029,-0.78,-0.19,-0.32,-0.5
"addIPW",0.114,0.363,-0.48,-0.01,0.87,-0.15
"Oracle",0.207,0.284,0,-0.09,0.08,-0.99
