"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.407,-0.48,-0.8,-0.32,0.15
"ClusIPW",0.104,0.427,-0.39,-0.9,-0.02,-0.18
"addIPW",0.119,0.491,0.34,-0.29,0.14,-0.88
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
