"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.095,0.502,0.02,-0.98,0.14,-0.16
"ClusIPW",0.075,0.38,-0.46,0.81,-0.22,-0.3
"addIPW",0.101,0.249,-0.83,0.49,-0.21,-0.15
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
