"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.488,-0.18,-0.87,-0.2,0.41
"ClusIPW",0.066,0.411,-0.36,0.87,-0.24,-0.25
"addIPW",0.108,0.388,-0.44,0.07,0.87,-0.2
"Oracle",0.197,0.283,0,-0.16,0.08,-0.98
