"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.107,0.402,-0.56,-0.41,0.7,-0.19
"ClusIPW",0.067,0.406,-0.42,0.86,-0.21,-0.2
"addIPW",0.125,0.4,-0.4,-0.13,0.85,-0.31
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
