"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.526,0.41,-0.86,-0.24,-0.2
"ClusIPW",0.12,0.201,-0.65,-0.42,-0.57,-0.28
"addIPW",0.197,0.501,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
