"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.509,-0.19,-0.87,0.45,0.05
"ClusIPW",0.085,0.383,-0.12,0.52,0.1,-0.84
"addIPW",0.16,0.503,0.5,-0.12,-0.13,-0.85
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
