"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.512,-0.31,-0.78,0.26,0.48
"ClusIPW",0.107,0.357,-0.65,-0.73,-0.1,-0.19
"addIPW",0.195,0.497,0.45,0,0,-0.89
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
