"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.557,-0.22,-0.46,0.86,-0.02
"ClusIPW",0.055,0.449,-0.48,0.85,0.22,0.08
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.196,0.281,0,-0.16,0.08,-0.98
