"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.085,0.492,-0.45,-0.67,0.47,0.36
"ClusIPW",0.083,0.368,-0.25,0.66,-0.13,-0.69
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
