"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.108,0.44,0.17,-0.69,-0.54,-0.45
"ClusIPW",0.081,0.354,-0.51,0.73,-0.2,-0.4
"addIPW",0.121,0.508,0.41,-0.25,0.08,-0.87
"Oracle",0.201,0.247,-0.08,-0.16,0.08,-0.98
