"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.104,0.463,-0.29,-0.75,0.49,-0.35
"ClusIPW",0.072,0.387,-0.42,0.82,-0.27,-0.28
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
