"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.109,0.463,-0.33,-0.29,0.83,-0.34
"ClusIPW",0.156,0.029,-0.76,-0.19,-0.36,-0.5
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
