"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.095,0.445,-0.25,-0.87,-0.38,0.19
"ClusIPW",0.054,0.469,-0.15,0.98,-0.05,-0.08
"addIPW",0.134,0.098,-0.96,0.26,-0.04,-0.07
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
