"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.061,0.573,-0.36,-0.39,0.72,0.45
"ClusIPW",0.082,0.344,-0.59,0.71,-0.24,-0.3
"addIPW",0.13,0.433,-0.33,-0.04,0.88,-0.34
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
