"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.095,0.475,0.17,-0.81,-0.55,-0.1
"ClusIPW",0.143,0.083,-0.74,0.27,-0.55,-0.28
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
