"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.088,0.463,-0.47,-0.78,0.08,0.41
"ClusIPW",0.057,0.67,0.68,0.47,0.36,-0.44
"addIPW",0.197,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
