"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.101,0.438,-0.46,-0.81,0.31,-0.19
"ClusIPW",0.104,0.321,-0.74,-0.64,-0.2,-0.1
"addIPW",0.157,0,-1,0,0,0
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
