"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.51,-0.32,-0.42,0.84,-0.13
"ClusIPW",0.077,0.367,-0.5,0.76,-0.26,-0.32
"addIPW",0.199,0.499,0.45,0,0,-0.89
"Oracle",0.197,0.401,0.09,-0.07,0.18,-0.98
