"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.102,0.486,-0.2,-0.69,0.6,-0.34
"ClusIPW",0.131,0.191,-0.65,0.35,0.05,-0.68
"addIPW",0.159,0.499,0.46,-0.13,-0.04,-0.88
"Oracle",0.198,0.283,0,-0.16,0.08,-0.98
