"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.102,0.474,-0.05,-0.91,0.11,-0.39
"ClusIPW",0.106,0.386,-0.37,-0.79,-0.46,-0.19
"addIPW",0.182,0.267,0.36,-0.05,-0.67,-0.64
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
