"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.104,0.437,0.06,-0.78,-0.55,-0.31
"ClusIPW",0.127,0.159,-0.79,0.37,-0.31,-0.38
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
