"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.199,0.502,0.45,0,0,-0.89
"ClusIPW",0.072,0.386,-0.49,0.82,-0.24,-0.2
"addIPW",0.09,0.461,-0.24,0.23,0.81,-0.48
"Oracle",0.204,0.275,0,-0.11,0.08,-0.99
