"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.073,0.46,-0.45,-0.54,-0.13,0.7
"ClusIPW",0.157,0.011,-0.81,-0.16,-0.46,-0.32
"addIPW",0.117,0.245,-0.51,-0.47,-0.64,-0.32
"Oracle",0.196,0.278,0,-0.16,0.08,-0.98
