"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.073,0.576,0.07,-0.79,0.57,0.2
"ClusIPW",0.076,0.383,-0.34,0.78,-0.18,-0.49
"addIPW",0.198,0.501,0.45,0,0,-0.89
"Oracle",0.197,0.284,0,-0.16,0.08,-0.98
