"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.069,0.517,0.57,0.32,-0.61,-0.45
"ClusIPW",0.109,0.429,-0.34,-0.79,0.25,-0.44
"addIPW",0.162,0.229,0.31,-0.09,-0.83,-0.45
"Oracle",0.196,0.281,0,-0.16,0.08,-0.98
