"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.1,0.453,0.13,-0.75,-0.61,-0.21
"ClusIPW",0.138,0.106,-0.74,0.3,-0.51,-0.32
"addIPW",0.157,0,-1,0,0,0
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
