"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.094,0.487,0.43,-0.43,-0.77,-0.18
"ClusIPW",0.071,0.394,-0.44,0.84,-0.24,-0.23
"addIPW",0.131,0.115,-0.93,0.29,-0.21,-0.05
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
