"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.089,0.463,-0.22,-0.84,-0.36,0.34
"ClusIPW",0.071,0.392,-0.43,0.83,-0.25,-0.26
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.207,0.281,0,-0.09,0.08,-0.99
