"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.082,0.436,-0.65,-0.39,0.51,0.4
"ClusIPW",0.089,0.316,-0.59,0.65,-0.32,-0.35
"addIPW",0.102,0.257,-0.67,-0.44,-0.57,0.17
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
