"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.071,0.22,-0.24,-0.02,-0.78,0.58
"ClusIPW",0.146,0.091,-0.76,0.28,-0.38,-0.45
"addIPW",0.082,0.368,0.33,0.05,-0.94,0.03
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
