"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.501,0.05,-0.9,0.24,-0.36
"ClusIPW",0.114,0.252,-0.54,0.46,-0.14,-0.69
"addIPW",0.181,0.247,0.33,-0.07,-0.68,-0.65
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
