"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.126,0.379,0.37,-0.25,-0.75,-0.49
"ClusIPW",0.075,0.383,-0.43,0.8,-0.21,-0.36
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.205,0.275,0,-0.11,0.08,-0.99
