"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.078,0.496,-0.49,-0.55,0.49,0.46
"ClusIPW",0.105,0.274,-0.56,0.53,-0.22,-0.6
"addIPW",0.088,0.441,0.38,-0.17,-0.91,-0.02
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
