"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.517,0.05,-0.98,0.03,0.19
"ClusIPW",0.09,0.309,-0.62,0.63,-0.38,-0.25
"addIPW",0.161,0,-1,0,0,0
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
