"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.377,0.537,0.09,0.73,0.21,-0.57,-0.28
"ClusIPW",0.817,0.496,-0.01,0.54,0.54,0.54,0.35
"addIPW",0.821,0.674,0.41,0.39,0.45,0.62,0.3
"Oracle",0.907,0.622,0.3,0.6,0.3,0.3,0.6
