"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.293,0.6,0.25,0.55,0.27,-0.65,-0.38
"ClusIPW",0.728,0.703,0.47,0.78,0.4,0.06,-0.05
"addIPW",0.878,0.652,0.36,0.42,0.08,0.27,0.78
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
