"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.256,0.568,0.17,0.59,0.11,-0.69,-0.37
"ClusIPW",0.522,0.259,-0.54,0.35,-0.21,0.09,0.73
"addIPW",0.826,0.684,0.43,0.41,-0.13,0.49,0.63
"Oracle",0.913,0.626,0.3,0.6,0.3,0.3,0.6
