"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.181,0.617,0.29,0.39,0.17,-0.74,-0.43
"ClusIPW",0.555,0.282,-0.5,0.18,0.06,0.67,0.52
"addIPW",0.847,0.641,0.34,0.47,-0.07,0.48,0.65
"Oracle",0.917,0.625,0.3,0.6,0.3,0.3,0.6
