"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.391,0.52,0.05,0.73,0.29,-0.55,-0.28
"ClusIPW",0.551,0.228,-0.59,0.41,-0.02,0.35,0.59
"addIPW",0.854,0.629,0.31,0.63,-0.13,0.35,0.6
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
