"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.379,0.641,0.34,0.61,0.22,-0.62,-0.28
"ClusIPW",0.828,0.749,0.56,0.59,-0.01,0.03,0.59
"addIPW",0.871,0.552,0.13,0.54,0.04,0.27,0.78
"Oracle",0.915,0.623,0.3,0.6,0.3,0.3,0.6
