"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.254,0.589,0.22,0.51,0.23,-0.7,-0.37
"ClusIPW",0.789,0.585,0.21,0.89,-0.13,0.07,0.39
"addIPW",0.775,0.663,0.39,0.65,-0.32,0.35,0.44
"Oracle",0.912,0.623,0.3,0.6,0.3,0.3,0.6
