"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.409,0.672,0.41,0.56,0.26,-0.66,-0.17
"ClusIPW",0.72,0.563,0.15,0.95,-0.12,0.24,0.09
"addIPW",0.762,0.467,-0.09,0.92,-0.01,0.26,0.26
"Oracle",0.91,0.622,0.3,0.6,0.3,0.3,0.6
