"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.333,0.63,0.31,0.53,0.19,-0.74,-0.18
"ClusIPW",0.829,0.65,0.36,0.62,-0.18,0.25,0.62
"addIPW",0.863,0.531,0.08,0.48,0.16,0.26,0.82
"Oracle",0.899,0.62,0.3,0.6,0.3,0.3,0.6
