"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.363,0.587,0.21,0.63,0.2,-0.68,-0.22
"ClusIPW",0.706,0.328,-0.41,0.74,0.23,0.1,0.48
"addIPW",0.728,0.371,-0.32,0.27,0.49,0.21,0.74
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
