"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.265,0.619,0.29,0.52,0.21,-0.66,-0.41
"ClusIPW",0.513,0.38,-0.29,0.74,-0.11,-0.47,0.36
"addIPW",0.862,0.627,0.3,0.71,-0.07,0.25,0.57
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
