"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.065,0.609,0.27,0.22,0.23,-0.69,-0.59
"ClusIPW",0.528,0.249,-0.56,0.56,-0.24,0.34,0.45
"addIPW",0.858,0.587,0.21,0.38,0.58,0.46,0.51
"Oracle",0.908,0.622,0.3,0.6,0.3,0.3,0.6
