"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.361,0.643,0.34,0.6,0.19,-0.63,-0.29
"ClusIPW",0.881,0.535,0.09,0.73,0.15,0.37,0.54
"addIPW",0.903,0.56,0.15,0.7,0.3,0.34,0.53
"Oracle",0.914,0.624,0.3,0.6,0.3,0.3,0.6
