"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.297,0.649,0.35,0.47,0.32,-0.62,-0.4
"ClusIPW",0.749,0.341,-0.38,0.63,0.23,0.33,0.54
"addIPW",0.833,0.688,0.44,0.74,0.03,-0.05,0.51
"Oracle",0.919,0.626,0.3,0.6,0.3,0.3,0.6
